EuroCrops: Harmonized Open Crop Dataset,,,,,
translated_name-original_name,HCAT3_name,HCAT2_name,gpw_class,weight,obs
Fallow land of contract nature conservation,fallow_land_not_crop,fallow_land_not_crop,0,0,
Fallow spring mowing,fallow_land_not_crop,fallow_land_not_crop,0,0,
Fallow with annual sowing of flower mix,fallow_land_not_crop,fallow_land_not_crop,0,0,
Fallow with flowers,fallow_land_not_crop,fallow_land_not_crop,0,0,
Fallow with honey plants,fallow_land_not_crop,fallow_land_not_crop,0,0,
Fallow with honey plants multi-year,fallow_land_not_crop,fallow_land_not_crop,0,0,
Fallow with summer mowing,fallow_land_not_crop,fallow_land_not_crop,0,0,
Farmland not warranted for subsidies,other_arable_land_crops,other_arable_land_crops,2,2,
Fauna Edges,other_tree_wood_forest,other_tree_wood_forest,0,1,
"Fauna margins, arable land",other_arable_land_crops,other_arable_land_crops,2,2,
"Fauna margins, grassland",temporary_grass,temporary_grass,2,1,
Fauna mixture,not_known_and_other,not_known_and_other,0,0,
Feed beets,mangelwurzel_fodder_beet,mangelwurzel_fodder_beet,3,1,
Feed cabbage (leafy cabbage),brassica_oleracea_cabbage,brassica_oleracea_cabbage,3,1,
Feed faba bean planted for the 2017 harvest,beans,beans,3,1,
Feed peas,peas,peas,3,1,
Feijoa,feijoa,feijoa,3,1,
FennelFennel,fennelfennel,fennelfennel,3,1,
Fennel (tuber) - industry,fennel,fennel,3,1,
Fennel (vegetable fennel,fennel,fennel,3,1,
Fennel (vegetables / grains),fennel,fennel,3,1,
Fennel/fennel production,fennel,fennel,3,1,
Fennel/fennel seeds and propagation material,fennel,fennel,3,1,
Fenugreek,fenugreek,fenugreek,3,1,
Fenugreek clover,clover,clover,2,1,
Fescue 5 years or less,festuca_fescue,festuca_fescue,3,1,
Fescue for seed production,festuca_fescue,festuca_fescue,3,1,
FestuloliumFestulolium,festuloliumfestulolium,festuloliumfestulolium,3,1,
Fiber flax (intended for fiber production),flax_linen,flax_linen,3,1,
Fiber hemp,hemp_cannabis,hemp_cannabis,3,1,
Fiber hemp (intended for fiber production),hemp_cannabis,hemp_cannabis,3,1,
Fiddleneck,not_known_and_other,not_known_and_other,0,0,
Fiddleneck undersown (excl. legumes),fiddleneck_amsinckia,fiddleneck_amsinckia,3,1,
Fiddleneck undersown with legumes,not_known_and_other,not_known_and_other,0,0,
Field / broad / horse bean,beans,beans,3,1,
Field Knight Spurs,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Field bean,beans,beans,3,1,
Field bean / broad bean / horse bean / broad bean,beans,beans,3,1,
Field beansField beans,beansbeans,beansbeans,3,1,
Field margin,not_known_and_other,not_known_and_other,0,0,
Field meadow grass,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Field ornamental horticulture,other_plants_harvested_green,other_plants_harvested_green,3,1,
"Field pea ""Mehis"" (at least 70%) with support crop",peas,peas,3,1,
Field pea (100%),peas,peas,3,1,
Field pea (at least 70%) with support crop,peas,peas,3,1,
Field pea (winter),peas,peas,3,1,
Field peas (not for human consumption),peas,peas,3,1,
Field vegetables,fresh_vegetables,fresh_vegetables,3,1,
Fig,fig,fig,3,1,
Fig leaves large fruits nutmeg,fig,fig,3,1,
Flageolets (for the bean) - fresh,beans,beans,3,1,
Flageolets (for the bean) - industry,beans,beans,3,1,
Flat pea,peas,peas,3,1,
FlaxFlaxFlax,flax_linenflax_linenflax_linen,flax_linenflax_linenflax_linen,3,1,
Flax (flax linseed),flax_linseed,flax_linseed,3,1,
Flax mesh,flax_linseed,flax_linseed,3,1,
Flax oil. Linseed not from fiber flax,flax_linseed_oil,flax_linseed_oil,3,1,
Flax oils,flax_linseed_oil,flax_linseed_oil,3,1,
"Flax, fiber (not for seed)",flax_linen,flax_linen,3,1,
Flower bulbs,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Flower bulbs and tubers,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Flower bulbs and tubers,unspecified_flowers_ornamental_plants,unspecified_flowers_ornamental_plants,3,1,
Flower mixture,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Flower mixture for EAG Braak,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Flower nursery crops (including flower seeds),unspecified_flowers_ornamental_plants,unspecified_flowers_ornamental_plants,3,1,
Flower seeds,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Flower seeds open ground,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Flower strips (only AUM),flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Flower strips (only to be used for areas with AUM-BS 1),flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Flowering Shrubs,shrubberries_shrubs,shrubberries_shrubs,3,1,
Flowering area (only AUM),flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Flowering area (only to be used for areas with AUM-BS 1),flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Flowering houseplants (kalanchoe ...),flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Flowering mixture for biogas,other_arable_land_crops,other_arable_land_crops,2,2,
Flowers and ornamental plants in the wild,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Flowers and ornamental plants under glass or foil,greenhouse_foil_film,greenhouse_foil_film,3,1,
Fodder Radish,fodder_roots,fodder_roots,3,1,
Fodder Turnips,fodder_roots,fodder_roots,3,1,
Fodder beans winter,beans,beans,3,1,
Fodder beetFodder beet,fodder_rootsfodder_roots,fodder_rootsfodder_roots,3,1,
Fodder beet / beetrootFodder beet / beetroot,mangelwurzel_fodder_beetmangelwurzel_fodder_beet,mangelwurzel_fodder_beetmangelwurzel_fodder_beet,3,1,
Fodder beet sugar beet,mangelwurzel_fodder_beet,mangelwurzel_fodder_beet,3,1,
Fodder carrotsFodder carrots,carrots_daucuscarrots_daucus,carrots_daucuscarrots_daucus,3,1,
Fodder composed of cereals and / or protein crops (in proportion <50%) and / or fodder legumes (in proportion <50%),unspecified_season_unspecified_cereals,unspecified_season_unspecified_cereals,3,1,
Fodder faba bean implanted for the 2015 harvest,beans,beans,3,1,
Fodder faba bean implanted for the 2016 harvest,beans,beans,3,1,
Fodder galega (at least 80% galega up to 20% grasses),galega,galega,3,1,
Fodder legume mixture planted for the 2017 harvest,other_dry_pulses,other_dry_pulses,3,1,
Fodder legume mixture planted for the 2018 harvest,other_dry_pulses,other_dry_pulses,3,1,
Fodder rape (winter),winter_rapeseed_rape,winter_rapeseed_rape,3,1,
Food grape,vineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapes,3,1,
Food potatoes,potatoes,potatoes,3,1,
Forage cabbage,brassica_oleracea_cabbage,brassica_oleracea_cabbage,3,1,
Forage carrot,carrots_daucus,carrots_daucus,3,1,
Forage lentil,lentils,lentils,3,1,
Forage plants of a genus / species that is not included in the current list (nitrogen-fixing plant VF),not_known_and_other,not_known_and_other,0,0,
Forage radish,radish,radish,3,1,
Forage turnip,turnips,turnips,3,1,
Force majeure (assignment),not_known_and_other,not_known_and_other,0,0,
Forest,tree_wood_forest,tree_wood_forest,0,1,
Forest (SBL scheme),other_tree_wood_forest,other_tree_wood_forest,0,1,
Forest (SBL scheme),unspecified_tree_wood_forest,unspecified_tree_wood_forest,0,1,
Forest (set aside arrangement),other_tree_wood_forest,other_tree_wood_forest,0,1,
Forest and hedge plants open ground,other_tree_wood_forest,other_tree_wood_forest,0,1,
Forest and hedge plants pot and container field,other_tree_wood_forest,other_tree_wood_forest,0,1,
Forest areas,tree_wood_forest,tree_wood_forest,0,1,
Forest areas (forest floor areas),tree_wood_forest,tree_wood_forest,0,1,
Forest establisment in project areas not included by a scheme,afforestation_reforestation,afforestation_reforestation,0,0,
Forest establisment on former farmland 3,afforestation_reforestation,afforestation_reforestation,0,0,
Forest establisment on formerly farmland 1,afforestation_reforestation,afforestation_reforestation,0,0,
Forest for biodiversity purposes,tree_wood_forest,tree_wood_forest,0,1,
Forest grazing,tree_wood_forest,tree_wood_forest,0,1,
Forest permanent with replanting obligation,other_tree_wood_forest,other_tree_wood_forest,0,1,
Forest without obligation to replant,other_tree_wood_forest,other_tree_wood_forest,0,1,
Forestry common,tree_wood_forest,tree_wood_forest,0,1,
Forget-Me-Not (Forest Forg.),flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Foxtail millet,millet_sorghum,millet_sorghum,3,1,
Fragmentary urban fabric,not_known_and_other,not_known_and_other,0,0,
Fragrant celery,celery,celery,3,1,
Fragrant dill,anethum_dill,anethum_dill,3,1,
French French beans and French green beans production,beans,beans,3,1,
French buckwheat,buckwheat,buckwheat,3,1,
French haricot beans and French green beans seeds and propagating material,beans,beans,3,1,
Fresh vegetables grown in small area (open field),fresh_vegetables,fresh_vegetables,3,1,
Fruit,unspecified_orchards_fruits,unspecified_orchards_fruits,3,1,
Fruit growing,orchards_fruits,orchards_fruits,3,1,
Fruit sets,orchards_fruits,orchards_fruits,3,1,
Fruit trees and berry bushes (excluding strawberries) if BSA species growing in a continuous area each <0.3 ha,berries_berry_species,berries_berry_species,3,1,
Fruit trees nut trees open ground,unspecified_orchards_fruits,unspecified_orchards_fruits,3,1,
Fruit trees nut trees pot and container field,unspecified_orchards_fruits,unspecified_orchards_fruits,3,1,
Fruit trees other open ground,unspecified_orchards_fruits,unspecified_orchards_fruits,3,1,
Fruit trees other pot and container field,unspecified_orchards_fruits,unspecified_orchards_fruits,3,1,
Fruit trees rootstocks open ground,unspecified_orchards_fruits,unspecified_orchards_fruits,3,1,
Fruit trees rootstocks pot and container fields,unspecified_orchards_fruits,unspecified_orchards_fruits,3,1,
Fruits and berries in small area,orchards_fruits,orchards_fruits,3,1,
Fuchsias,fuchsias,fuchsias,3,1,
GARLIC,garlic,garlic,3,1,
GINKGO,ginko,ginko,3,1,
GOOD AGRICULTURAL AND ECOLOGICAL CONDITION STEINRIEGEL / STEINHAGE,not_known_and_other,not_known_and_other,0,0,
GRAIN CORN,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
GRAIN PEAS,peas,peas,3,1,
GRAIN PEAS / FIELD VEGETABLES,fresh_vegetables,fresh_vegetables,3,1,
GRAIN PEAS / FIELD VEGETABLES,peas,peas,3,1,
GRASSLAND FALLOW,fallow_land_not_crop,fallow_land_not_crop,0,0,
GREEN CABBAGE,brassica_oleracea_cabbage,brassica_oleracea_cabbage,3,1,
GREEN CORN,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
GREEN CUT RYE,rye,rye,3,1,
GREEN CUT RYE / CORN,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
GREEN CUT RYE / CORN,rye,rye,3,1,
GREEN CUT RYE / MILLET,millet_sorghum,millet_sorghum,3,1,
GREEN CUT RYE / MILLET,rye,rye,3,1,
GREEN CUT RYE / SUDAN GRASS,poaceae_grasses,poaceae_grasses,2,1,
GREEN CUT RYE / SUDAN GRASS,rye,rye,3,1,
GREEN CUT RYE / SUNFLOWER,rye,rye,3,1,
GREEN CUT RYE / SUNFLOWER,sunflower,sunflower,3,1,
GREEN FALLOW,fallow_land_not_crop,fallow_land_not_crop,0,0,
GREENHOUSES AND CROPS UNDER PLASTIC,greenhouse_foil_film,greenhouse_foil_film,3,1,
Galium,galium_bedstraw,galium_bedstraw,3,1,
Garden Montbretie,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Garden angelica,angelica,angelica,3,1,
Garden asparagus,asparagus,aspargus,3,1,
Garden bean (French bean / French bean / runner bean,beans,beans,3,1,
Garden beans (common),beans,beans,3,1,
Garden cress,cress,cress,3,1,
Garden cress 5 years old or less,cress,cress,3,1,
Garden parsley,parsly,parsly,3,1,
Garden petunias,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Garden poppy (spring),summer_poppy,summer_poppy,3,1,
Garden pumpkin,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
Garden pumpkin (garden pumpkin,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
Garden pumpkins zucchini courgettes squash,cucurbits,cucurbits,3,1,
Garden radishes,radish,radish,3,1,
Garden radishes (white / red radishes,radish,radish,3,1,
Garden rhubarb,rhubarb,rhubarb,3,1,
Garden rowans or garden mountain-ashes,rowan_rowanberries,rowan_rowanberries,3,1,
Gardens,kitchen_gardens,kitchen_gardens,3,1,
GarlicGarlicGarlic,garlicgarlicgarlic,garlicgarlicgarlic,3,1,
Garlic (spring),garlic,garlic,3,1,
Garlic (winter),garlic,garlic,3,1,
Gentians,gentians,gentians,3,1,
Genus / species (not in list),not_known_and_other,not_known_and_other,0,0,
Gherkin,cucumber_pickle,cucumber_pickle,3,1,
Giant Pumpkin (Giant Pumpkin,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
Giant pumpkin,pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
Giant pumpkin (also Hokkaido),pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
Giant pumpkin (for production for direct consumption),pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
Giant pumpkin (for seed production for consumption and pressing),pumpkin_squash_gourd,pumpkin_squash_gourd,3,1,
Giant wheat grass / Szarvasi grass,poaceae_grasses,poaceae_grasses,2,1,
Giant wheat grass / Szarvasi grass / deer grass,poaceae_grasses,poaceae_grasses,2,1,
Gladioli,gladiolus_gladioli,gladiolus_gladioli,3,1,
Gladioli (garden gladiolus),gladiolus_gladioli,gladiolus_gladioli,3,1,
Gladiolus dried flowers,gladiolus_gladioli,gladiolus_gladioli,3,1,
Gladiolus flower bulbs and tubers,gladiolus_gladioli,gladiolus_gladioli,3,1,
Gladiolus other flower nursery crops,gladiolus_gladioli,gladiolus_gladioli,3,1,
Globe artichocke,artichoke,artichoke,3,1,
Glossy grass,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Goji strawberry,strawberries,strawberries,3,1,
Golden kiwifruit,kiwi,kiwi,3,1,
Goldenrod (Solidago),goldenrod,goldenrod,3,1,
Good agricultural and ecological condition NATURAL MONUMENT AREA,tree_wood_forest,tree_wood_forest,0,1,
Gooseberries,gooseberry_gooseberries_cranberries,gooseberry_gooseberries_cranberries,3,1,
Gooseberries multiplication by cutting,gooseberry_gooseberries_cranberries,gooseberry_gooseberries_cranberries,3,1,
Gooseberry,gooseberry_gooseberries_cranberries,gooseberry_gooseberries_cranberries,3,1,
Grain maize,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
Grain maize including CCM / maize,grain_maize_corn_popcorn,grain_maize_corn_popcorn,3,1,
Grape,vineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapes,3,1,
Grape hyacinth flower bulbs and tubers,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Grape hyacinth other flower nursery crops,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
GrapesGrapes,vineyards_wine_vine_rebland_grapesvineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapesvineyards_wine_vine_rebland_grapes,3,1,
"Grass Seed, Italian",temporary_grass,temporary_grass,2,1,
Grass Turf,sod_turf,sod_turf,2,1,
Grass alfalfa,alfalfa_lucerne,alfalfa_lucerne,2,1,
Grass and clover grass without norm below 50% clover (rotation),pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grass and clover grass without norm over 50% clover (rotation),pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grass below 50% clover / alfalfa extremely low yield (rotation),pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grass below 50% clover / alfalfa low yield (rotation),pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grass below 50% clover / alfalfa very low yield (rotation),pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grass clover mixture,clover,clover,2,1,
Grass for factory (rotation),temporary_grass,temporary_grass,2,1,
Grass for freerange pigs rotation,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grass for outdoor pigs permanent,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grass for seed production,temporary_grass,temporary_grass,2,1,
Grass herb mixture,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grass in rotation without payment of organic subsidies,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grass on arable land,temporary_grass,temporary_grass,2,1,
Grass rolled sod,sod_turf,sod_turf,2,1,
Grass seed (including clover seed),temporary_grass,temporary_grass,2,1,
Grass seed embankment (annual),pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grass seed grass (perennial),pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grass seed propagationGrass seed propagation,pasture_meadow_grassland_grasspasture_meadow_grassland_grass,pasture_meadow_grassland_grasspasture_meadow_grassland_grass,1,2,
"Grass seed, English row 1st year",temporary_grass,temporary_grass,2,1,
"Grass seed, meadowsweet",temporary_grass,temporary_grass,2,1,
"Grass seed, other",temporary_grass,temporary_grass,2,1,
"Grass seed, perennial perennial",temporary_grass,temporary_grass,2,1,
"Grass seed, red fescue, 1st year",temporary_grass,temporary_grass,2,1,
"Grass seed, red fescue, perennial",temporary_grass,temporary_grass,2,1,
"Grass seed, reed fescue",temporary_grass,temporary_grass,2,1,
"Grass seed, westerwolds",temporary_grass,temporary_grass,2,1,
Grass turf,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grass with clover / alfalfa less than 50% legumes rotation,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grass with vetches and other legumes less than 50% legumes,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grass without clover grass (rotation),pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grass-poor lands,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grasses and other vegetable fodder,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grasses not elsewhere specified or included,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grassland,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grassland (permanent grassland),pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grassland natural. Main function agriculture.,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grassland of course. Main function nature.,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grassland permanent,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grassland temporary,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
"Grassland, of course",temporary_grass,temporary_grass,2,1,
"Grassland, of course. Area with a nature management type mainly used for agricultural activities-CAP",temporary_grass,temporary_grass,2,1,
Gray alder,tree_wood_forest,tree_wood_forest,0,1,
Grazed bog heaths,unmaintained,unmaintained,0,0,
Grazed grasslands,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grazed montane meadows,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Grazed sandy heaths,not_known_and_other,not_known_and_other,0,0,
Grazed wood,other_tree_wood_forest,other_tree_wood_forest,0,1,
Green beans/green beans - fresh,beans,beans,3,1,
Green cabbage seeds,kale,kale,3,1,
Green celery - fresh,celery,celery,3,1,
Green celery - industry,celery,celery,3,1,
Green cover (grass turf),sod_turf,sod_turf,2,1,
Green fodder,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Green grain of spring barley,spring_barley,spring_barley,3,1,
Green grain of spring oats,spring_oats,spring_oats,3,1,
Green grain of spring rye,spring_rye,spring_rye,3,1,
Green grain of spring wheat,spring_common_soft_wheat,spring_common_soft_wheat,3,1,
Green grain of winter barley,winter_barley,winter_barley,3,1,
Green grain of winter wheat,winter_common_soft_wheat,winter_common_soft_wheat,3,1,
Green grains of hybrid rye,rye,rye,3,1,
Green grains of winter oats,winter_oats,winter_oats,3,1,
Green grains of winter rye,winter_rye,winter_rye,3,1,
Green grains of winter triticale,winter_triticale,winter_triticale,3,1,
Green houseplants (ficus ...),flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Green manure,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Green manure in main crop cultivation,not_known_and_other,not_known_and_other,0,0,
"Green manures, leguminous plants",other_arable_land_crops,other_arable_land_crops,2,2,
"Green manures, non-butterfly flowered",other_arable_land_crops,other_arable_land_crops,2,2,
Green peasGreen peas,peaspeas,peaspeas,3,1,
Greenery cuttings organic farming,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Greenhouses on arable land,greenhouse_foil_film,greenhouse_foil_film,3,1,
Group trees,tree_wood_forest,tree_wood_forest,0,1,
Grubbed-up vineyard,vineyards_wine_vine_rebland_grapes,vineyards_wine_vine_rebland_grapes,3,1,
HARD WINTER WHEAT (DURUM),winter_durum_hard_wheat,winter_durum_hard_wheat,3,1,
HAZELNUT,hazelnuts_hazel,hazelnuts_hazel,3,1,
HEMP,hemp_cannabis,hemp_cannabis,3,1,
HOP,hops,hops,3,1,
Hairy vetch,vetches,vetches,3,1,
Hard fescue seeds,festuca_fescue,festuca_fescue,3,1,
Hard winter wheat,winter_durum_hard_wheat,winter_durum_hard_wheat,3,1,
Haymaking in the field (contract with forage dryer),pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Hazel,hazelnuts_hazel,hazelnuts_hazel,3,1,
HazelnutHazelnut,hazelnuts_hazelhazelnuts_hazel,hazelnuts_hazelhazelnuts_hazel,3,1,
HazelnutsHazelnuts,hazelnuts_hazelhazelnuts_hazel,hazelnuts_hazelhazelnuts_hazel,3,1,
Heath in nature management,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
HeatherHeather,ericaceae_heatherericaceae_heather,ericaceae_heatherericaceae_heather,3,1,
Hebe,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Hedge planting bird protection,not_known_and_other,not_known_and_other,0,0,
Hedge planting erosion control,not_known_and_other,not_known_and_other,0,0,
Hedgenettles (German Knollen),stachys_hedgenettle_chinese_artichoke,stachys_hedgenettle_chinese_artichoke,3,1,
HempHempHemp,hemp_cannabishemp_cannabishemp_cannabis,hemp_cannabishemp_cannabishemp_cannabis,3,1,
Hemp Finola,finola,finola,3,1,
Hemp other than fiber hemp (not for human consumption),hemp_cannabis,hemp_cannabis,3,1,
Henyard permanent grass,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Henyard with bare soil,not_known_and_other,not_known_and_other,0,0,
Herbal permanent crops,aromatic_medicinal_culinary_plants_spices_herbs,aromatic_medicinal_culinary_plants_spices_herbs,3,2,
Herbs (excluding parsley and chives),aromatic_medicinal_culinary_plants_spices_herbs,aromatic_medicinal_culinary_plants_spices_herbs,3,2,
Herbs and cultivated medicinal plants (fennel basil thyme tarragon anise marjoram oregano sage hyssop mint peppermint wormwood lofant night candle nine-man force apple mint lemon balm fatty root echinacea,aromatic_medicinal_culinary_plants_spices_herbs,aromatic_medicinal_culinary_plants_spices_herbs,3,2,
Herbs and seed vegetables,aromatic_medicinal_culinary_plants_spices_herbs,aromatic_medicinal_culinary_plants_spices_herbs,3,2,
Herbs production,unspecified_aromatic_medicinal_culinary_plants_spices_herbs,unspecified_aromatic_medicinal_culinary_plants_spices_herbs,3,1,
Herbs seeds and propagation material,unspecified_aromatic_medicinal_culinary_plants_spices_herbs,unspecified_aromatic_medicinal_culinary_plants_spices_herbs,3,1,
Honeydew,honeydew,honeydew,3,1,
HoneysuckleHoneysuckle,honeysucklehoneysuckle,honeysucklehoneysuckle,3,1,
HopHopHop,hopshopshops,hopshopshops,3,1,
Hops,hops,hops,3,1,
Horn clover,clover,clover,2,1,
Horn clover horn pod clover,clover,clover,2,1,
Horned Hawk,lotus,lotus,3,1,
Horse beans,beans,beans,3,1,
Horseradish,horseradish,horseradish,3,1,
Horticultural Seeds,other_arable_land_crops,other_arable_land_crops,2,2,
"Horticulture (excluding vegetables, fruit or berries)",kitchen_gardens,kitchen_gardens,3,1,
House and kitchen gardens,kitchen_gardens,kitchen_gardens,3,1,
Houseplants,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Hussar button (Sanvitalia),sanvitalia_procumbens,sanvitalia_procumbens,3,1,
Hyacinth dried flowers,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Hyacinth flower bulbs and tubers,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Hyacinth other flower nursery crops,flowers_ornamental_plants,flowers_ornamental_plants,3,1,
Hybrid clover,clover,clover,2,1,
Hybrid rye for seed production,rye,rye,3,1,
Hybridasp,aspen,aspen,0,1,
INDIA'S FIG,fig,fig,3,1,
Iceberg lettuce - fresh,iceberg,iceberg,3,1,
Iceberg lettuce - industry,iceberg,iceberg,3,1,
Idle land,fallow_land_not_crop,fallow_land_not_crop,0,0,
Igniscum Candy,igniscum_candy,igniscum_candy,3,1,
Industrial hemp,hemp_cannabis,hemp_cannabis,3,1,
Ineligible crop (only for compensation in organic production),not_known_and_other,not_known_and_other,0,0,
Inter-row cultivation: 2 crops each representing more than 25% of the total,other_arable_land_crops,other_arable_land_crops,2,2,
Internal code: Bare soil,not_known_and_other,not_known_and_other,0,0,
Irbene,not_known_and_other,not_known_and_other,0,0,
Iris Rhizomatous,iris,iris,3,1,
Iris Spherical,iris,iris,3,1,
Iris dried flowers,iris,iris,3,1,
Iris other flower nursery crops,iris,iris,3,1,
"Iris, flower bulbs and tubers",iris,iris,3,1,
Italian ryegrass,lolium_ryegrass,lolium_ryegrass,2,1,
Japan quince,quinces,quinces,3,1,
Japanese Persimmon,orchards_fruits,orchards_fruits,3,1,
Japanese oats,oats,oats,3,1,
Japanese oats,unspecified_season_oats,unspecified_season_oats,3,1,
Japanese quince,quinces,quinces,3,1,
Jarosse planted for the 2015 harvest,vetches,vetches,3,1,
Jarosse planted for the 2017 harvest,not_known_and_other,not_known_and_other,0,0,
Jerusalem artichokeJerusalem artichoke,topinambur_jerusalem_artichoketopinambur_jerusalem_artichoke,topinambur_jerusalem_artichoketopinambur_jerusalem_artichoke,3,1,
Jerusalem artichokes,topinambur_jerusalem_artichoke,topinambur_jerusalem_artichoke,3,1,
Jerusalem artichokes comsumption,topinambur_jerusalem_artichoke,topinambur_jerusalem_artichoke,3,1,
Jostaberry,jostaberry,jostaberry,3,1,
Jujube red date,other_permanent_crops_plantations,other_permanent_crops_plantations,3,1,
KIWI,kiwi,kiwi,3,1,
Kale,kale,kale,3,1,
Kale - fresh,kale,kale,3,1,
Kale - industry,kale,kale,3,1,
Kale production,kale,kale,3,1,
Kale seeds and propagation material,kale,kale,3,1,
Karstic pasture,pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Kentucky bluegrass seed (ley type),pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Kentucky bluegrass seed (turfgrass type),pasture_meadow_grassland_grass,pasture_meadow_grassland_grass,1,1,
Khorasan wheat (winter),winter_unspecified_cereals,winter_unspecified_cereals,3,1,
Khorasan wheat spring,spring_unspecified_cereals,spring_unspecified_cereals,3,1,
Kidney bean,beans,beans,3,1,
Kitchen herbs / medicinal and aromatic plants,aromatic_medicinal_culinary_plants_spices_herbs,aromatic_medicinal_culinary_plants_spices_herbs,3,2,
Knotweed,other_permanent_crops_plantations,other_permanent_crops_plantations,3,1,
Knotweed (Persicaria),not_known_and_other,not_known_and_other,0,0,
Kohlrabi (German turnip) (early),kohlrabi,kohlrabi,3,1,
Kohlrabi (German turnip) (late),kohlrabi,kohlrabi,3,1,
Kohlrabi - fresh,kohlrabi,kohlrabi,3,1,
Kohlrabi - industry,kohlrabi,kohlrabi,3,1,
Kohlrabi productionKohlrabi production,kohlrabikohlrabi,kohlrabikohlrabi,3,1,
